Year_Range,Province,Division,District,Fertilizer_Usage_K_Tons,Area_Sown_Wheat,Area_Sown_Rice,Area_Sown_Cotton,Area_Sown_Sugarcane,Production_Wheat_Tons,Production_Rice_Tons,Production_Cotton_Tons,Production_Sugarcane_Tons,Yield_Wheat_Acre,Yield_Rice_Acre,Yield_Cotton_Acre,Yield_Sugarcane_Acre,Year,Mean_NDVI,District,Total_Rainfall_mm,Avg_Temp_C
2013-14,Punjab,Multan Divn.                                      ,Lodhran,114,208,6.0,184.0,2.0,681,8,755.0,114,3.274038462,1.333333333,4.10326087,57.0,2013,0.5045707567888943,Lodhran,166.01,27.57
2013-14,Punjab,Multan Divn.                                      ,Vehari,108,267,23.0,209.0,17.0,884,46,938.0,1024,3.310861423,2.0,4.488038278,60.23529412,2013,0.4929033009501456,Vehari,206.49,27.28
2013-14,Punjab,Rawalpindi Divn.                               ,Rawalpindi,20,117,0.0,0.0,0.0,8,0,0.0,0,0.068376068,0.0,0.0,0.0,2013,0.3964849080945294,Rawalpindi,990.53,22.2
2013-14,Punjab,Rawalpindi Divn.                               ,Attock,9,159,0.0,0.0,0.0,32,0,0.0,0,0.201257862,0.0,0.0,0.0,2013,0.3161264032653032,Attock,914.48,22.33
2013-14,Punjab,Rawalpindi Divn.                               ,Chakwal,2,120,0.0,0.0,0.0,11,0,0.5,0,0.091666667,0.0,0.0,0.0,2013,0.3172627564682052,Chakwal,698.11,23.1
2013-14,Punjab,Rawalpindi Divn.                               ,Jhelum,5,54,1.0,0.2,0.2,44,2,1.0,16,0.814814815,2.0,5.0,80.0,2013,0.336802884036582,Jhelum,808.2,22.72
2013-14,Punjab,Sahiwal Divn.                                   ,Sahiwal,155,145,26.0,82.0,7.0,464,44,327.0,349,3.2,1.692307692,3.987804878,49.85714286,2013,0.4863080841529689,Sahiwal,270.46,26.92
2013-14,Punjab,Sahiwal Divn.                                   ,Okara,207,227,125.0,23.0,14.0,815,319,100.0,663,3.59030837,2.552,4.347826087,47.35714286,2013,0.4917437476161139,Okara,313.83,26.61
2013-14,Punjab,Sahiwal Divn.                                   ,Pakpattan,83,158,47.0,39.0,3.0,560,111,169.0,161,3.544303797,2.361702128,4.333333333,53.66666667,2013,0.4882901424940459,Pakpattan,270.46,26.92
2013-14,Punjab,Sargodha Divn.                                     ,Sargodha,49,222,45.0,8.0,66.0,513,84,9.0,3316,2.310810811,1.866666667,1.125,50.24242424,2013,0.4946444786366433,Sargodha,379.34,26.23
2013-14,Punjab,Sargodha Divn.                                     ,Bhakkar,42,173,1.0,25.0,20.0,428,2,75.0,1028,2.473988439,2.0,3.0,51.4,2013,0.2834708029291419,Bhakkar,293.88,26.36
2013-14,Punjab,Sargodha Divn.                                     ,Khushab,10,90,18.0,2.0,7.0,125,28,3.0,302,1.388888889,1.555555556,1.5,43.14285714,2013,0.3004318545356222,Khushab,359.01,26.12
2013-14,Punjab,Sargodha Divn.                                     ,Mianwali,24,178,3.0,42.0,3.0,423,5,128.0,163,2.376404494,1.666666667,3.047619048,54.33333333,2013,0.3455249181230119,Mianwali,412.15,25.12
2014-15,Punjab,Bahawalpur Divn.                      ,Bahawalpur,137,294,10.0,280.0,21.0,902,19,1287.0,1325,3.068027211,1.9,4.596428571,63.0952381,2014,0.1916567894185215,Bahawalpur,100.5,27.41
2014-15,Punjab,Bahawalpur Divn.                      ,Bahawalnagar,122,363,66.0,239.0,14.0,1153,138,1119.0,788,3.17630854,2.090909091,4.682008368,56.28571429,2014,0.3573412432246533,Bahawalnagar,212.98,26.77
2014-15,Punjab,Bahawalpur Divn.                      ,Rahim Yar Khan,226,318,27.0,219.0,126.0,1018,53,1034.0,9338,3.201257862,1.962962963,4.721461187,74.11111111,2014,0.2920587595709492,Rahim Yar Khan,85.4,27.88
2014-15,Punjab,D.G.Khan Divn.     ,Layyah,76,222,12.0,54.0,14.0,584,20,172.0,764,2.630630631,1.666666667,3.185185185,54.57142857,2014,0.3405640127102052,Layyah,226.29,26.53
2014-15,Punjab,D.G.Khan Divn.     ,Muzaffargarh,102,291,40.0,142.0,45.0,856,77,631.0,2634,2.941580756,1.925,4.443661972,58.53333333,2014,0.3821244469954969,Muzaffargarh,150.66,27.25
2014-15,Punjab,D.G.Khan Divn.     ,Rajanpur,77,155,2.0,144.0,28.0,475,3,700.0,1865,3.064516129,1.5,4.861111111,66.60714286,2014,0.2178909469145551,Rajanpur,62.83,27.07
2014-15,Punjab,Faisalabad Divn.            ,Faisalabad,109,306,31.0,30.0,104.0,978,58,100.0,5621,3.196078431,1.870967742,3.333333333,54.04807692,2014,0.4715813721445749,Faisalabad,369.93,26.05
2014-15,Punjab,Faisalabad Divn.            ,Chiniot,50,120,41.0,2.0,38.0,348,70,5.0,2057,2.9,1.707317073,2.5,54.13157895,2014,0.4599993432270905,Chiniot,466.95,25.57
2014-15,Punjab,Faisalabad Divn.            ,Jhang,106,303,53.0,36.0,47.0,931,94,98.0,2632,3.072607261,1.773584906,2.722222222,56.0,2014,0.4126406337623332,Jhang,266.25,26.4
2014-15,Punjab,Gujranwala Divn.     ,Gujranwala,124,231,238.0,0.0,2.0,631,472,0.0,63,2.731601732,1.983193277,0.0,31.5,2014,0.4988777677162386,Gujranwala,769.92,24.64
2014-15,Punjab,Gujranwala Divn.     ,Gujrat,26,87,49.0,0.0,2.0,149,71,0.0,88,1.712643678,1.448979592,0.0,44.0,2014,0.4306861235149719,Gujrat,712.62,24.66
2014-15,Punjab,Gujranwala Divn.     ,Hafizabad,43,163,123.0,0.0,5.0,499,237,0.0,242,3.061349693,1.926829268,0.0,48.4,2014,0.4925887039414421,Hafizabad,625.32,24.9
2014-15,Punjab,Gujranwala Divn.     ,Mandi BahaudDin,71,143,74.0,1.0,21.0,351,127,2.0,958,2.454545455,1.716216216,2.0,45.61904762,2014,0.4914874152943063,Mandi Bahauddin,712.62,24.66
2014-15,Punjab,Gujranwala Divn.     ,Narowal,45,119,75.0,0.0,1.0,227,123,0.0,55,1.907563025,1.64,0.0,55.0,2014,0.4681052124580234,Narowal,892.97,24.6
2014-15,Punjab,Gujranwala Divn.     ,Sialkot,52,211,140.0,0.0,1.0,361,248,0.0,39,1.710900474,1.771428571,0.0,39.0,2014,0.4811826965159939,Sialkot,827.57,24.75
2014-15,Punjab,Lahore Divn.                                        ,Lahore,47,60,40.0,0.0,0.2,164,79,0.0,20,2.733333333,1.975,0.0,100.0,2014,0.411893882941521,Lahore,671.03,24.99
2014-15,Punjab,Lahore Divn.                                        ,Kasur,90,167,84.0,11.0,33.0,514,164,28.0,1680,3.077844311,1.952380952,2.545454545,50.90909091,2014,0.4809180561319792,Kasur,560.57,25.37
2014-15,Punjab,Lahore Divn.                                        ,Nankana Sahib,52,126,109.0,1.0,15.0,420,222,1.0,767,3.333333333,2.036697248,1.0,51.13333333,2014,0.4769964214761573,Nankana Sahib,525.77,25.29
2014-15,Punjab,Lahore Divn.                                        ,Sheikhupura,65,222,200.0,0.0,3.0,712,357,1.0,133,3.207207207,1.785,0.0,44.33333333,2014,0.4875596368170735,Sheikhupura,671.03,24.99
2014-15,Punjab,Multan Divn.                                      ,Multan,197,190,17.0,146.0,3.0,576,33,663.0,159,3.031578947,1.941176471,4.54109589,53.0,2014,0.4674642088508143,Multan,150.66,27.25
2014-15,Punjab,Multan Divn.                                      ,Khanewal,121,201,24.0,191.0,7.0,638,50,893.0,447,3.174129353,2.083333333,4.67539267,63.85714286,2014,0.4961696416351801,Khanewal,204.65,26.82
2014-15,Punjab,Multan Divn.                                      ,Lodhran,116,204,6.0,199.0,2.0,637,13,908.0,92,3.12254902,2.166666667,4.56281407,46.0,2014,0.509063690058808,Lodhran,114.82,27.27
2014-15,Punjab,Multan Divn.                                      ,Vehari,161,273,31.0,208.0,16.0,899,64,947.0,948,3.293040293,2.064516129,4.552884615,59.25,2014,0.4856316979750514,Vehari,182.16,26.87
2014-15,Punjab,Rawalpindi Divn.                               ,Rawalpindi,31,4,0.0,0.0,0.0,7,0,0.0,0,1.75,0.0,0.0,0.0,2014,0.4065196413430749,Rawalpindi,889.54,22.28
2014-15,Punjab,Rawalpindi Divn.                               ,Attock,5,17,0.0,0.0,0.0,35,0,0.0,0,2.058823529,0.0,0.0,0.0,2014,0.3297166946303435,Attock,802.63,22.54
2014-15,Punjab,Rawalpindi Divn.                               ,Chakwal,15,5,0.0,0.2,0.0,9,0,1.0,0,1.8,0.0,5.0,0.0,2014,0.3259512372965195,Chakwal,699.01,23.03
2014-15,Punjab,Rawalpindi Divn.                               ,Jhelum,5,18,1.0,0.2,0.2,47,2,1.0,15,2.611111111,2.0,5.0,75.0,2014,0.3575045420603752,Jhelum,770.08,22.72
2014-15,Punjab,Sahiwal Divn.                                   ,Sahiwal,92,152,29.0,81.0,6.0,462,58,350.0,292,3.039473684,2.0,4.320987654,48.66666667,2014,0.4866218734036491,Sahiwal,287.54,26.41
2014-15,Punjab,Sahiwal Divn.                                   ,Okara,173,205,144.0,20.0,14.0,711,362,93.0,673,3.468292683,2.513888889,4.65,48.07142857,2014,0.4938834086826912,Okara,365.66,26.05
2014-15,Punjab,Sahiwal Divn.                                   ,Pakpattan,97,154,54.0,51.0,3.0,519,128,226.0,122,3.37012987,2.37037037,4.431372549,40.66666667,2014,0.4785812840191342,Pakpattan,287.54,26.41
2014-15,Punjab,Sargodha Divn.                                     ,Sargodha,51,221,42.0,8.0,60.0,510,76,15.0,2975,2.307692308,1.80952381,1.875,49.58333333,2014,0.4921668192124247,Sargodha,521.68,25.61
2014-15,Punjab,Sargodha Divn.                                     ,Bhakkar,47,164,1.0,48.0,22.0,382,2,158.0,1160,2.329268293,2.0,3.291666667,52.72727273,2014,0.312831796038708,Bhakkar,268.58,26.05
2014-15,Punjab,Sargodha Divn.                                     ,Khushab,10,66,25.0,1.0,8.0,149,44,2.0,380,2.257575758,1.76,2.0,47.5,2014,0.3216137221827863,Khushab,440.54,25.62
2014-15,Punjab,Sargodha Divn.                                     ,Mianwali,29,153,7.0,58.0,3.0,295,10,174.0,113,1.928104575,1.428571429,3.0,37.66666667,2014,0.3340869933235276,Mianwali,490.96,24.52
